fiscalquartername,FiscalPeriod,FiscalYear,Company,Top_Most_BP,BusinessPartner,Item_Number,Item_Description,Ship_to_State,Ship_to_City,Quantity,Planned_Delivery_Date,Address_1,Address_2,Postal_Code,Budget_Qty,Forecast_Qty,Line_of_Business,domestic_or_international,planned_delivery_year,planned_delivery_month,planned_delivery_month_num,planned_delivery_day
"Fiscal Quarter 4, 2018",201811,2018,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Huron,7920,2018-08-31T00:00:00Z,19800 Gale Avenue,NA,93234,0,17971,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Aug,8,31
"Fiscal Quarter 4, 2018",201812,2018,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING COMPANY (CUS000469),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,Woodland,4400,2018-09-12T00:00:00Z,1376 Lemon Avenue,NA,95776-3369,2746,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Sep,9,12
"Fiscal Quarter 4, 2018",201812,2018,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Lemoore,1620,2018-09-06T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,5e3,14640,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Sep,9,6
"Fiscal Quarter 4, 2016",201611,2016,"613 (Merced, CA)",Todd's BBI International (CUS011151),Todd's BBI International (CUS011151),200350,BS 1200 APPHM 1F 800X/800,NE,MADISON,180,2016-08-25T00:00:00Z,109 S Main Street,NA,68748-6281,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Aug,8,25
"Fiscal Quarter 4, 2016",201612,2016,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),200357,BS 1200 APPHM 1F 1700/INS&CAP,CA,Huron,17829,2016-09-27T00:00:00Z,19800 Gale Avenue,NA,93234,8e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Sep,9,27
"Fiscal Quarter 4, 2016",201612,2016,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING (CUS000470),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Los Banos,1500,2016-09-17T00:00:00Z,13448 Volta Road,NA,93635-9785,1e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Sep,9,17
"Fiscal Quarter 4, 2016",201612,2016,"613 (Merced, CA)",Todd's BBI International (CUS011151),Todd's BBI International (CUS011151),200350,BS 1200 APPHM 1F 800X/800,NE,MADISON,360,2016-09-29T00:00:00Z,109 S Main Street,NA,68748-6281,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Sep,9,29
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Huron,5025,2017-07-18T00:00:00Z,19800 Gale Avenue,NA,93234,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,18
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,WILLIAMS,1120,2017-07-13T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,0,2e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,13
"Fiscal Quarter 4, 2017",201711,2017,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,210,2017-08-18T00:00:00Z,1357 Isett Avenue,NA,52761-4521,420,210,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Aug,8,18
"Fiscal Quarter 4, 2018",201811,2018,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,280,2018-08-01T00:00:00Z,1357 Isett Avenue,NA,52761-4521,210,210,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Aug,8,1
"Fiscal Quarter 4, 2011",201112,2011,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,Dixon,19492,2011-09-30T00:00:00Z,8380 Pedrick Road,NA,95620-9606,12e3,12e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Sep,9,30
"Fiscal Quarter 4, 2011",201112,2011,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Huron,297,2011-09-28T00:00:00Z,19800 Gale Avenue,NA,93234,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Sep,9,28
"Fiscal Quarter 4, 2011",201112,2011,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Los Banos,4800,2011-09-24T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,0,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,Sep,9,24
"Fiscal Quarter 4, 2012",201210,2012,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,Buttonwillow,1600,2012-07-26T00:00:00Z,36889 HWY 58,NA,93206-0515,5600,2500,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jul,7,26
"Fiscal Quarter 4, 2012",201210,2012,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201513,BG 0012 AHV 5100/5100/INSRT,CA,Lemoore,9600,2012-07-02T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,6e3,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Jul,7,2
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Los Banos,6160,2012-08-31T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,0,2e4,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,31
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Buttonwillow,29040,2012-08-30T00:00:00Z,36889 HWY 58,NA,93206-0515,23760,22e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,30
"Fiscal Quarter 4, 2012",201211,2012,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Los Banos,3200,2012-08-31T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,6400,5e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Aug,8,31
"Fiscal Quarter 4, 2012",201212,2012,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Los Banos,3300,2012-09-13T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,0,2e4,TOMATO (PROCESSED FRUIT TOMATO),domestic,2012,Sep,9,13
"Fiscal Quarter 4, 2013",201310,2013,"613 (Merced, CA)",HEINZ (GPC000002),Escalon Premier Brands (CUS003581),200301,BS 0220 APHM 1F 800X/800,CA,Escalon,1800,2013-07-25T00:00:00Z,1905 McHenry Avenue,NA,95320-9601,0,2700,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jul,7,25
"Fiscal Quarter 4, 2013",201310,2013,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200340,BS 0880 APPHM 1F 800X/800,IA,Muscatine,140,2013-07-11T00:00:00Z,1357 Isett Avenue,NA,52761-4521,102,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Jul,7,11
"Fiscal Quarter 4, 2013",201311,2013,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,7920,2013-08-26T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,7300,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Aug,8,26
"Fiscal Quarter 4, 2013",201312,2013,"613 (Merced, CA)",Los Gatos Tomato Products (CUS002293),Los Gatos Tomato Products (CUS002293),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Huron,4500,2013-09-24T00:00:00Z,19800 Gale Avenue,NA,93234,7e3,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Sep,9,24
"Fiscal Quarter 4, 2013",201312,2013,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Los Banos,30780,2013-09-13T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,52e3,3e4,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Sep,9,13
"Fiscal Quarter 4, 2013",201312,2013,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,Lemoore,7520,2013-09-25T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,1e4,0,TOMATO (PROCESSED FRUIT TOMATO),domestic,2013,Sep,9,25
"Fiscal Quarter 2, 2018",201806,2018,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200299,BS 0220 APM 1F 80R80,IA,Muscatine,3e3,2018-03-27T00:00:00Z,1357 Isett Avenue,NA,52761-4521,2e3,2e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Mar,3,27
"Fiscal Quarter 3, 2010",201008,2010,"611 (Northlake, IL)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200301,BS 0220 APHM 1F 800X/800,IA,Muscatine,270,2010-05-12T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,May,5,12
"Fiscal Quarter 3, 2011",201108,2011,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200301,BS 0220 APHM 1F 800X/800,IA,Muscatine,270,2011-05-18T00:00:00Z,1357 Isett Avenue,NA,52761-4521,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2011,May,5,18
"Fiscal Quarter 4, 2017",201712,2017,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),200028,BS 0004 APHM 1F 800R/800,CA,Lemoore,9e3,2017-09-01T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Sep,9,1
"Fiscal Quarter 4, 2018",201810,2018,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",200316,BS 0220 APHM 1F 1700/INS&CAP,CA,Dixon,3060,2018-07-03T00:00:00Z,8380 Pedrick Road,NA,95620-9606,NA,3080,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,3
"Fiscal Quarter 4, 2018",201810,2018,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),Del Monte Corporation (CUS000291),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Hanford,3240,2018-07-06T00:00:00Z,10652 Jackson Avenue,NA,93230-9552,12e3,3240,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,6
"Fiscal Quarter 4, 2018",201810,2018,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,WILLIAMS,3240,2018-07-12T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,12526,6e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,12
"Fiscal Quarter 4, 2018",201810,2018,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),206463,BS 0012 AVHV 5100/5100/INSRT,CA,WILLIAMS,3e3,2018-07-12T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,0,5e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,12
"Fiscal Quarter 4, 2018",201811,2018,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),Del Monte Corporation (CUS000291),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Hanford,675,2018-08-31T00:00:00Z,10652 Jackson Avenue,NA,93230-9552,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Aug,8,31
"Fiscal Quarter 4, 2018",201811,2018,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",J. G. Boswell Company (CUS008413),201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Corcoran,26620,2018-08-31T00:00:00Z,27905 Dairy Avenue,NA,93212,15827,15700,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Aug,8,31
"Fiscal Quarter 4, 2018",201811,2018,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS (CUS008744),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,WILLIAMS,560,2018-08-31T00:00:00Z,6229 MEYERS ROAD,NA,95987-5800,3e3,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Aug,8,31
"Fiscal Quarter 4, 2018",201812,2018,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000231)",201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,STOCKTON,1620,2018-09-28T00:00:00Z,760 INDUSTRIAL DRIVE,MAIN PLANT,95206,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Sep,9,28
"Fiscal Quarter 4, 2018",201812,2018,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Buttonwillow,4320,2018-09-17T00:00:00Z,36889 HWY 58,NA,93206-0515,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Sep,9,17
"Fiscal Quarter 4, 2018",201812,2018,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201522,BS 1440 APPHM 1F 5100/INS&CAP,CA,MERCED,1008,2018-09-27T00:00:00Z,1785 Ashby Rd.,NA,95348,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Sep,9,27
"Fiscal Quarter 3, 2017",201709,2017,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",200171,BG 0012 AHV 1700/1700/INS,CA,Dixon,7200,2017-06-30T00:00:00Z,8380 Pedrick Road,NA,95620-9606,6e3,6480,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jun,6,30
"Fiscal Quarter 3, 2017",201709,2017,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Company (CUS000613),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,OAKDALE,8800,2017-06-27T00:00:00Z,554 SOUTH YOSEMITE AVENUE,NA,95361,0,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jun,6,27
"Fiscal Quarter 3, 2017",201709,2017,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),Del Monte Corporation (CUS000291),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Hanford,1950,2017-06-23T00:00:00Z,10652 Jackson Avenue,NA,93230-9552,840,3450,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jun,6,23
"Fiscal Quarter 3, 2018",201809,2018,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,Buttonwillow,3e3,2018-06-28T00:00:00Z,36889 HWY 58,NA,93206-0515,2667,3e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jun,6,28
"Fiscal Quarter 3, 2018",201809,2018,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Lemoore,11340,2018-06-27T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,22e3,2e4,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jun,6,27
"Fiscal Quarter 3, 2018",201809,2018,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Lemoore,7920,2018-07-02T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,41545,14640,TOMATO (PROCESSED FRUIT TOMATO),domestic,2018,Jul,7,2
"Fiscal Quarter 4, 2010",201010,2010,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000231)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,STOCKTON,800,2010-07-09T00:00:00Z,760 INDUSTRIAL DRIVE,MAIN PLANT,95206,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Jul,7,9
"Fiscal Quarter 4, 2010",201010,2010,"613 (Merced, CA)",CONAGRA (GPC000027),Conagra Grocery Products Co. (CUS000266),200316,BS 0220 APHM 1F 1700/INS&CAP,CA,HELM,5910,2010-07-26T00:00:00Z,16429 WEST KAMM AVENUE,NA,93627,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Jul,7,26
"Fiscal Quarter 4, 2010",201010,2010,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",206463,BS 0012 AVHV 5100/5100/INSRT,CA,Buttonwillow,3200,2010-07-06T00:00:00Z,36889 HWY 58,NA,93206-0515,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2010,Jul,7,6
"Fiscal Quarter 4, 2016",201611,2016,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,Dixon,26620,2016-08-30T00:00:00Z,8380 Pedrick Road,NA,95620-9606,15e3,17600,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Aug,8,30
"Fiscal Quarter 4, 2016",201611,2016,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201508,BS 0220 APVHN 1F 5100/INS&CAP,CA,Los Banos,16e3,2016-08-12T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Aug,8,12
"Fiscal Quarter 4, 2016",201611,2016,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,37800,2016-08-29T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,52e3,30960,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Aug,8,29
"Fiscal Quarter 4, 2016",201611,2016,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201521,BS 1200 APVHN 5100/INS&CAP CTR,CA,Los Banos,43120,2016-08-30T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,14e3,31920,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Aug,8,30
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)","Hirzel Canning Company, Inc. (CUS000381)","Hirzel Canning Company, Inc. (CUS000380)",200328,BS 0220 APPHM 1F 3400/3400,OH,OTTAWA,2e3,2017-07-31T00:00:00Z,325 WILLIAMSTOWN ROAD,NA,45875,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,31
"Fiscal Quarter 4, 2017",201710,2017,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Los Banos,34560,2017-07-14T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,27e3,17100,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Jul,7,14
"Fiscal Quarter 4, 2017",201711,2017,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),264676,BS 1360 APVHN 1F 5100/INS&CAP,CA,Los Banos,8800,2017-08-18T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,NA,10500,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Aug,8,18
"Fiscal Quarter 4, 2017",201712,2017,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000231)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,STOCKTON,8360,2017-09-05T00:00:00Z,760 INDUSTRIAL DRIVE,MAIN PLANT,95206,1e3,3e3,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Sep,9,5
"Fiscal Quarter 4, 2017",201712,2017,"613 (Merced, CA)",HEINZ (GPC000002),"Heinz USA, Muscatine (CUS003532)",200346,BS 1080 APPHM 2F 80X80 TS43BME,IA,Muscatine,560,2017-09-08T00:00:00Z,1357 Isett Avenue,NA,52761-4521,210,210,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Sep,9,8
"Fiscal Quarter 4, 2017",201712,2017,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),201511,BS 0220 APHM 1F 5100/INS&CAP,CA,Los Banos,11340,2017-09-14T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,19e3,21250,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Sep,9,14
"Fiscal Quarter 4, 2017",201712,2017,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),263026,BS 1200 APPHV 1F 5100/INS&CAP,CA,Los Banos,14602,2017-09-18T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2017,Sep,9,18
"Fiscal Quarter 4, 2015",201510,2015,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),CONAGRA FOODS CANADA INC (CUS200423),200171,BG 0012 AHV 1700/1700/INS,ON,DRESDEN,630,2015-07-22T00:00:00Z,759 WELLINGTON STREET,NA,N0P 1M0,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),unknown,2015,Jul,7,22
"Fiscal Quarter 4, 2015",201510,2015,"613 (Merced, CA)",DEL MONTE CORPORATION (GPC000003),CONAGRA FOODS CANADA INC (CUS200423),200357,BS 1200 APPHM 1F 1700/INS&CAP,ON,DRESDEN,7704,2015-07-22T00:00:00Z,759 WELLINGTON STREET,NA,N0P 1M0,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),unknown,2015,Jul,7,22
"Fiscal Quarter 4, 2015",201510,2015,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),Liberty Packing Company (CUS003536),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Los Banos,30240,2015-07-31T00:00:00Z,12045 South Ingomar Grade,NA,93635-9796,2e4,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Jul,7,31
"Fiscal Quarter 4, 2015",201510,2015,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING COMPANY (CUS000469),206463,BS 0012 AVHV 5100/5100/INSRT,CA,Williams,6400,2015-07-08T00:00:00Z,2211 Old Highway 99 West,NA,95987-5146,1600,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Jul,7,8
"Fiscal Quarter 4, 2015",201511,2015,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Buttonwillow,23760,2015-08-28T00:00:00Z,36889 HWY 58,NA,93206-0515,2e4,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Aug,8,28
"Fiscal Quarter 4, 2015",201511,2015,"613 (Merced, CA)","OLAM AMERICAS, INC (CUS008742)",OLAM TOMATO PROCESSORS INC (CUS008743),201518,BS 1200 APPHM 5100/INS&CAP CTR,CA,Lemoore,23760,2015-08-26T00:00:00Z,1175 South 19th Avenue,NA,93245-0160,23760,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Aug,8,26
"Fiscal Quarter 4, 2015",201512,2015,"613 (Merced, CA)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)","J.G. Boswell Tomato Co. Kern, LLC (CUS002777)",201929,BS 1200 APHM 1F 5100/INS&CAP,CA,Buttonwillow,12727,2015-09-21T00:00:00Z,36889 HWY 58,NA,93206-0515,15840,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2015,Sep,9,21
"Fiscal Quarter 4, 2016",201610,2016,"613 (Merced, CA)","Campbell Soup Supply Company, Llc. (CUS003502)","Campbell Soup Supply Company, Llc. (CUS000230)",201591,BS 1200 APPHM 1F 3400/3400 CTR,CA,Dixon,6160,2016-07-15T00:00:00Z,8380 Pedrick Road,NA,95620-9606,8e3,7560,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jul,7,15
"Fiscal Quarter 4, 2016",201610,2016,"613 (Merced, CA)",Ingomar Packing (CUS000390),Ingomar Packing (CUS000390),263026,BS 1200 APPHV 1F 5100/INS&CAP,CA,Los Banos,21560,2016-07-29T00:00:00Z,9950 South Ingomar Grade,NA,93635-1448,NA,NA,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jul,7,29
"Fiscal Quarter 4, 2016",201610,2016,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING COMPANY (CUS000469),200171,BG 0012 AHV 1700/1700/INS,CA,Woodland,2700,2016-07-19T00:00:00Z,1376 Lemon Avenue,NA,95776-3369,1e3,1800,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jul,7,19
"Fiscal Quarter 4, 2016",201610,2016,"613 (Merced, CA)",MORNING STAR PACKAGING COMPANY (GPC000004),MORNING STAR PACKING COMPANY (CUS000469),201928,BS 1200 APHM 1F 1700 SPT ONLY,CA,Woodland,8800,2016-07-19T00:00:00Z,1376 Lemon Avenue,NA,95776-3369,8e3,7920,TOMATO (PROCESSED FRUIT TOMATO),domestic,2016,Jul,7,19
